,year,nr_obwodu,majchrowski,po,pis,gibala,lesniak,berkowicz,inni,max_voters,votes,majchrowski_proc,po_proc,pis_proc,gibala_proc,lesniak_proc,berkowicz_proc,inni_proc
186,2006,187,195,92,97,0,0,0,43,1334,427,0.4566744730679157,0.2154566744730679,0.22716627634660422,0.0,0.0,0.0,0.10070257611241218
187,2006,188,277,242,184,0,0,0,58,1804,761,0.3639947437582129,0.3180026281208936,0.24178712220762155,0.0,0.0,0.0,0.07621550591327202
188,2006,189,371,237,194,0,0,0,70,2143,872,0.42545871559633025,0.2717889908256881,0.22247706422018348,0.0,0.0,0.0,0.08027522935779817
189,2006,190,325,157,184,0,0,0,54,1513,720,0.4513888888888889,0.21805555555555556,0.25555555555555554,0.0,0.0,0.0,0.075
190,2006,191,290,198,224,0,0,0,71,1707,783,0.37037037037037035,0.25287356321839083,0.28607918263090676,0.0,0.0,0.0,0.09067688378033206
191,2006,192,324,182,222,0,0,0,60,1596,788,0.41116751269035534,0.23096446700507614,0.2817258883248731,0.0,0.0,0.0,0.07614213197969544
192,2006,193,200,139,137,0,0,0,47,1145,523,0.3824091778202677,0.26577437858508607,0.26195028680688337,0.0,0.0,0.0,0.08986615678776291
193,2006,194,291,169,162,0,0,0,42,1258,664,0.4382530120481928,0.2545180722891566,0.24397590361445784,0.0,0.0,0.0,0.06325301204819277
194,2006,195,211,182,133,0,0,0,56,1210,582,0.36254295532646047,0.3127147766323024,0.22852233676975944,0.0,0.0,0.0,0.09621993127147767
195,2006,196,195,149,104,0,0,0,34,1132,482,0.4045643153526971,0.3091286307053942,0.2157676348547718,0.0,0.0,0.0,0.07053941908713693
196,2006,197,389,346,227,0,0,0,107,2307,1069,0.3638914873713751,0.323666978484565,0.21234798877455566,0.0,0.0,0.0,0.10009354536950421
197,2006,198,108,62,64,0,0,0,18,727,252,0.42857142857142855,0.24603174603174602,0.25396825396825395,0.0,0.0,0.0,0.07142857142857142
198,2006,199,469,183,228,0,0,0,80,2135,960,0.48854166666666665,0.190625,0.2375,0.0,0.0,0.0,0.08333333333333333
199,2006,200,267,129,180,0,0,0,56,1445,632,0.4224683544303797,0.20411392405063292,0.2848101265822785,0.0,0.0,0.0,0.08860759493670886
200,2006,201,203,123,120,0,0,0,33,1125,479,0.42379958246346555,0.2567849686847599,0.25052192066805845,0.0,0.0,0.0,0.06889352818371608
201,2006,202,285,135,197,0,0,0,47,1686,664,0.4292168674698795,0.2033132530120482,0.29668674698795183,0.0,0.0,0.0,0.07078313253012049
202,2006,203,135,27,83,0,0,0,32,630,277,0.48736462093862815,0.09747292418772563,0.2996389891696751,0.0,0.0,0.0,0.11552346570397112
203,2006,204,89,57,63,0,0,0,27,606,236,0.3771186440677966,0.24152542372881355,0.2669491525423729,0.0,0.0,0.0,0.11440677966101695
204,2006,205,128,53,80,0,0,0,38,697,299,0.4280936454849498,0.17725752508361203,0.26755852842809363,0.0,0.0,0.0,0.12709030100334448
205,2006,206,56,32,40,0,0,0,38,568,166,0.3373493975903614,0.1927710843373494,0.24096385542168675,0.0,0.0,0.0,0.2289156626506024
206,2006,207,312,136,272,0,0,0,87,2183,807,0.38661710037174724,0.16852540272614622,0.33705080545229243,0.0,0.0,0.0,0.10780669144981413
207,2006,208,222,169,191,0,0,0,57,1538,639,0.3474178403755869,0.2644757433489828,0.29890453834115804,0.0,0.0,0.0,0.0892018779342723
208,2006,209,300,203,157,0,0,0,68,1440,728,0.41208791208791207,0.27884615384615385,0.21565934065934067,0.0,0.0,0.0,0.09340659340659341
209,2006,210,343,232,204,0,0,0,75,1640,854,0.4016393442622951,0.2716627634660422,0.2388758782201405,0.0,0.0,0.0,0.08782201405152225
210,2006,211,332,292,183,0,0,0,78,1892,885,0.3751412429378531,0.32994350282485874,0.20677966101694914,0.0,0.0,0.0,0.08813559322033898
211,2006,212,247,267,196,0,0,0,64,1435,774,0.31912144702842377,0.3449612403100775,0.2532299741602067,0.0,0.0,0.0,0.082687338501292
212,2006,213,267,134,183,0,0,0,175,1865,759,0.35177865612648224,0.17654808959156784,0.24110671936758893,0.0,0.0,0.0,0.230566534914361
213,2006,214,373,178,238,0,0,0,72,2123,861,0.4332171893147503,0.2067363530778165,0.2764227642276423,0.0,0.0,0.0,0.08362369337979095
214,2006,215,102,39,95,0,0,0,17,636,253,0.4031620553359684,0.1541501976284585,0.37549407114624506,0.0,0.0,0.0,0.06719367588932806
215,2006,216,357,187,206,0,0,0,58,1752,808,0.44183168316831684,0.23143564356435645,0.25495049504950495,0.0,0.0,0.0,0.07178217821782178
216,2006,217,178,157,98,0,0,0,44,1207,477,0.3731656184486373,0.32914046121593293,0.20545073375262055,0.0,0.0,0.0,0.09224318658280922
217,2006,218,121,110,191,0,0,0,50,1029,472,0.2563559322033898,0.2330508474576271,0.4046610169491525,0.0,0.0,0.0,0.1059322033898305
218,2006,219,225,115,139,0,0,0,47,1557,526,0.42775665399239543,0.21863117870722434,0.26425855513307983,0.0,0.0,0.0,0.08935361216730038
219,2006,220,205,138,143,0,0,0,59,1181,545,0.3761467889908257,0.25321100917431194,0.26238532110091745,0.0,0.0,0.0,0.10825688073394496
220,2006,221,256,146,126,0,0,0,38,1459,566,0.45229681978798586,0.2579505300353357,0.2226148409893993,0.0,0.0,0.0,0.06713780918727916
221,2006,222,114,82,99,0,0,0,41,809,336,0.3392857142857143,0.24404761904761904,0.29464285714285715,0.0,0.0,0.0,0.12202380952380952
222,2006,223,334,89,144,0,0,0,34,1737,601,0.5557404326123128,0.1480865224625624,0.23960066555740434,0.0,0.0,0.0,0.056572379367720464
223,2006,224,258,59,81,0,0,0,35,1312,433,0.5958429561200924,0.13625866050808313,0.18706697459584296,0.0,0.0,0.0,0.08083140877598152
224,2006,225,193,99,80,0,0,0,47,1049,419,0.4606205250596659,0.23627684964200477,0.1909307875894988,0.0,0.0,0.0,0.11217183770883055
225,2006,226,314,174,179,0,0,0,65,2042,732,0.42896174863387976,0.23770491803278687,0.24453551912568305,0.0,0.0,0.0,0.08879781420765027
226,2006,227,169,72,78,0,0,0,25,1083,344,0.49127906976744184,0.20930232558139536,0.22674418604651161,0.0,0.0,0.0,0.07267441860465117
227,2006,228,323,152,227,0,0,0,46,2029,748,0.4318181818181818,0.20320855614973263,0.303475935828877,0.0,0.0,0.0,0.06149732620320856
228,2006,229,251,145,127,0,0,0,48,1513,571,0.4395796847635727,0.2539404553415061,0.2224168126094571,0.0,0.0,0.0,0.0840630472854641
229,2006,230,299,284,150,0,0,0,64,1981,797,0.3751568381430364,0.35633626097867,0.18820577164366373,0.0,0.0,0.0,0.08030112923462986
230,2006,231,336,162,167,0,0,0,75,1870,740,0.4540540540540541,0.21891891891891893,0.22567567567567567,0.0,0.0,0.0,0.10135135135135136
231,2006,232,320,130,152,0,0,0,39,1708,641,0.49921996879875197,0.20280811232449297,0.23712948517940718,0.0,0.0,0.0,0.060842433697347896
232,2006,233,155,178,60,0,0,0,27,915,420,0.36904761904761907,0.4238095238095238,0.14285714285714285,0.0,0.0,0.0,0.06428571428571428
233,2006,234,482,180,219,0,0,0,74,2242,955,0.5047120418848168,0.18848167539267016,0.2293193717277487,0.0,0.0,0.0,0.0774869109947644
234,2006,235,334,169,221,0,0,0,55,2090,779,0.4287548138639281,0.21694480102695765,0.28369704749679076,0.0,0.0,0.0,0.07060333761232349
235,2006,236,311,158,176,0,0,0,64,2143,709,0.4386459802538787,0.22284908321579688,0.24823695345557123,0.0,0.0,0.0,0.09026798307475317
236,2006,237,364,150,181,0,0,0,62,1808,757,0.4808454425363276,0.19815059445178335,0.23910171730515192,0.0,0.0,0.0,0.08190224570673713
237,2006,238,299,117,127,0,0,0,36,1524,579,0.5164075993091537,0.20207253886010362,0.21934369602763384,0.0,0.0,0.0,0.06217616580310881
238,2006,239,292,146,153,0,0,0,78,1759,669,0.43647234678624813,0.21823617339312407,0.22869955156950672,0.0,0.0,0.0,0.11659192825112108
239,2006,240,432,207,189,0,0,0,74,2304,902,0.4789356984478936,0.229490022172949,0.20953436807095344,0.0,0.0,0.0,0.082039911308204
240,2006,241,194,114,118,0,0,0,65,1795,491,0.395112016293279,0.23217922606924643,0.24032586558044808,0.0,0.0,0.0,0.13238289205702647
241,2006,242,268,155,184,0,0,0,70,1737,677,0.39586410635155095,0.22895125553914328,0.2717872968980798,0.0,0.0,0.0,0.103397341211226
242,2006,243,208,169,190,0,0,0,60,1353,627,0.3317384370015949,0.26953748006379585,0.30303030303030304,0.0,0.0,0.0,0.09569377990430622
243,2006,244,175,98,138,0,0,0,51,1041,462,0.3787878787878788,0.21212121212121213,0.2987012987012987,0.0,0.0,0.0,0.11038961038961038
244,2006,245,190,141,147,0,0,0,68,1237,546,0.34798534798534797,0.25824175824175827,0.2692307692307692,0.0,0.0,0.0,0.12454212454212454
245,2006,246,187,103,150,0,0,0,33,1397,473,0.3953488372093023,0.21775898520084566,0.3171247357293869,0.0,0.0,0.0,0.06976744186046512
246,2006,247,348,102,157,0,0,0,61,1598,668,0.5209580838323353,0.15269461077844312,0.23502994011976047,0.0,0.0,0.0,0.09131736526946108
247,2006,248,327,138,205,0,0,0,81,2060,751,0.43541944074567246,0.18375499334221038,0.2729693741677763,0.0,0.0,0.0,0.10785619174434088
248,2006,249,180,94,130,0,0,0,40,1180,444,0.40540540540540543,0.21171171171171171,0.2927927927927928,0.0,0.0,0.0,0.09009009009009009
249,2006,250,184,109,107,0,0,0,42,1108,442,0.416289592760181,0.24660633484162897,0.2420814479638009,0.0,0.0,0.0,0.09502262443438914
250,2006,251,159,85,104,0,0,0,27,1067,375,0.424,0.22666666666666666,0.2773333333333333,0.0,0.0,0.0,0.072
251,2006,252,294,156,174,0,0,0,60,1788,684,0.4298245614035088,0.22807017543859648,0.2543859649122807,0.0,0.0,0.0,0.08771929824561403
252,2006,253,181,83,110,0,0,0,49,1254,423,0.42789598108747046,0.19621749408983452,0.26004728132387706,0.0,0.0,0.0,0.11583924349881797
253,2006,254,197,105,94,0,0,0,25,1015,421,0.4679334916864608,0.2494061757719715,0.22327790973871733,0.0,0.0,0.0,0.05938242280285035
254,2006,255,244,99,121,0,0,0,50,1201,514,0.47470817120622566,0.1926070038910506,0.23540856031128404,0.0,0.0,0.0,0.09727626459143969
255,2006,256,176,67,80,0,0,0,26,1088,349,0.504297994269341,0.19197707736389685,0.22922636103151864,0.0,0.0,0.0,0.07449856733524356
256,2006,257,344,172,259,0,0,0,86,2213,861,0.3995354239256678,0.1997677119628339,0.3008130081300813,0.0,0.0,0.0,0.09988385598141696
257,2006,258,346,116,145,0,0,0,69,1781,676,0.5118343195266272,0.17159763313609466,0.21449704142011836,0.0,0.0,0.0,0.10207100591715976
258,2006,259,203,113,142,0,0,0,38,1169,496,0.4092741935483871,0.22782258064516128,0.2862903225806452,0.0,0.0,0.0,0.07661290322580645
259,2006,260,226,113,148,0,0,0,58,1769,545,0.41467889908256883,0.20733944954128442,0.27155963302752295,0.0,0.0,0.0,0.10642201834862386
260,2006,261,207,68,111,0,0,0,37,1094,423,0.48936170212765956,0.1607565011820331,0.2624113475177305,0.0,0.0,0.0,0.08747044917257683
261,2006,262,243,90,161,0,0,0,36,1228,530,0.45849056603773586,0.16981132075471697,0.30377358490566037,0.0,0.0,0.0,0.06792452830188679
262,2006,263,246,101,118,0,0,0,49,1382,514,0.4785992217898833,0.19649805447470817,0.22957198443579765,0.0,0.0,0.0,0.09533073929961089
263,2006,264,135,113,110,0,0,0,29,888,387,0.3488372093023256,0.29198966408268734,0.2842377260981912,0.0,0.0,0.0,0.07493540051679587
264,2006,265,269,127,199,0,0,0,68,1945,663,0.4057315233785822,0.19155354449472098,0.30015082956259426,0.0,0.0,0.0,0.10256410256410256
265,2006,266,298,160,185,0,0,0,59,1762,702,0.42450142450142453,0.22792022792022792,0.26353276353276356,0.0,0.0,0.0,0.08404558404558404
266,2006,267,213,154,168,0,0,0,37,1318,572,0.3723776223776224,0.2692307692307692,0.2937062937062937,0.0,0.0,0.0,0.06468531468531469
267,2006,268,117,74,75,0,0,0,15,623,281,0.41637010676156583,0.26334519572953735,0.2669039145907473,0.0,0.0,0.0,0.05338078291814947
268,2006,269,55,40,58,0,0,0,10,328,163,0.3374233128834356,0.24539877300613497,0.3558282208588957,0.0,0.0,0.0,0.06134969325153374
269,2006,270,352,246,285,0,0,0,70,1951,953,0.36935991605456453,0.25813221406086045,0.2990556138509968,0.0,0.0,0.0,0.07345225603357818
270,2006,271,222,91,170,0,0,0,35,1485,518,0.42857142857142855,0.17567567567567569,0.3281853281853282,0.0,0.0,0.0,0.06756756756756757
271,2006,272,263,95,185,0,0,0,57,1742,600,0.43833333333333335,0.15833333333333333,0.30833333333333335,0.0,0.0,0.0,0.095
272,2006,273,192,100,155,0,0,0,52,1473,499,0.3847695390781563,0.20040080160320642,0.3106212424849699,0.0,0.0,0.0,0.10420841683366733
273,2006,274,192,75,126,0,0,0,37,1503,430,0.44651162790697674,0.1744186046511628,0.2930232558139535,0.0,0.0,0.0,0.08604651162790698
274,2006,275,231,127,142,0,0,0,49,1529,549,0.4207650273224044,0.23132969034608378,0.2586520947176685,0.0,0.0,0.0,0.08925318761384335
275,2006,276,356,153,216,0,0,0,85,2014,810,0.43950617283950616,0.18888888888888888,0.26666666666666666,0.0,0.0,0.0,0.10493827160493827
276,2006,277,234,81,151,0,0,0,47,1329,513,0.45614035087719296,0.15789473684210525,0.29434697855750486,0.0,0.0,0.0,0.09161793372319688
277,2006,278,310,233,169,0,0,0,73,2005,785,0.39490445859872614,0.2968152866242038,0.21528662420382166,0.0,0.0,0.0,0.0929936305732484
278,2006,279,208,154,86,0,0,0,60,1480,508,0.4094488188976378,0.3031496062992126,0.16929133858267717,0.0,0.0,0.0,0.11811023622047244
279,2006,280,165,87,161,0,0,0,29,1107,442,0.3733031674208145,0.19683257918552036,0.36425339366515835,0.0,0.0,0.0,0.06561085972850679
280,2006,281,316,165,122,0,0,0,61,1677,664,0.4759036144578313,0.24849397590361447,0.18373493975903615,0.0,0.0,0.0,0.09186746987951808
281,2006,282,165,71,109,0,0,0,35,862,380,0.4342105263157895,0.1868421052631579,0.2868421052631579,0.0,0.0,0.0,0.09210526315789473
282,2006,283,178,115,79,0,0,0,43,1132,415,0.42891566265060244,0.27710843373493976,0.19036144578313252,0.0,0.0,0.0,0.10361445783132531
283,2006,284,143,80,112,0,0,0,51,1035,386,0.3704663212435233,0.20725388601036268,0.29015544041450775,0.0,0.0,0.0,0.13212435233160622
284,2006,285,129,38,91,0,0,0,47,1031,305,0.42295081967213116,0.12459016393442623,0.2983606557377049,0.0,0.0,0.0,0.1540983606557377
285,2006,286,184,96,103,0,0,0,43,1029,426,0.431924882629108,0.22535211267605634,0.24178403755868544,0.0,0.0,0.0,0.10093896713615023
286,2006,287,221,121,105,0,0,0,69,1246,516,0.42829457364341084,0.23449612403100775,0.20348837209302326,0.0,0.0,0.0,0.13372093023255813
287,2006,288,110,60,64,0,0,0,29,741,263,0.41825095057034223,0.22813688212927757,0.24334600760456274,0.0,0.0,0.0,0.11026615969581749
288,2006,289,100,103,94,0,0,0,35,923,332,0.30120481927710846,0.3102409638554217,0.28313253012048195,0.0,0.0,0.0,0.10542168674698796
289,2006,290,151,85,116,0,0,0,69,1073,421,0.3586698337292161,0.20190023752969122,0.2755344418052256,0.0,0.0,0.0,0.16389548693586697
290,2006,291,99,45,59,0,0,0,33,525,236,0.4194915254237288,0.1906779661016949,0.25,0.0,0.0,0.0,0.13983050847457626
291,2006,292,66,23,30,0,0,0,14,407,133,0.49624060150375937,0.17293233082706766,0.22556390977443608,0.0,0.0,0.0,0.10526315789473684
292,2006,293,243,126,113,0,0,0,64,1351,546,0.44505494505494503,0.23076923076923078,0.20695970695970695,0.0,0.0,0.0,0.11721611721611722
293,2006,294,138,72,104,0,0,0,37,916,351,0.39316239316239315,0.20512820512820512,0.2962962962962963,0.0,0.0,0.0,0.10541310541310542
294,2006,295,165,129,114,0,0,0,54,1163,462,0.35714285714285715,0.2792207792207792,0.24675324675324675,0.0,0.0,0.0,0.11688311688311688
295,2006,296,172,117,134,0,0,0,70,1474,493,0.3488843813387424,0.23732251521298176,0.2718052738336714,0.0,0.0,0.0,0.14198782961460446
296,2006,297,50,36,53,0,0,0,19,539,158,0.31645569620253167,0.22784810126582278,0.33544303797468356,0.0,0.0,0.0,0.12025316455696203
297,2006,298,268,134,148,0,0,0,42,1376,592,0.4527027027027027,0.22635135135135134,0.25,0.0,0.0,0.0,0.07094594594594594
298,2006,299,285,117,181,0,0,0,67,1557,650,0.43846153846153846,0.18,0.2784615384615385,0.0,0.0,0.0,0.10307692307692308
299,2006,300,102,60,64,0,0,0,19,598,245,0.4163265306122449,0.24489795918367346,0.2612244897959184,0.0,0.0,0.0,0.07755102040816327
300,2006,301,343,146,236,0,0,0,60,2176,785,0.4369426751592357,0.1859872611464968,0.3006369426751592,0.0,0.0,0.0,0.07643312101910828
301,2006,302,178,104,98,0,0,0,52,1022,432,0.41203703703703703,0.24074074074074073,0.22685185185185186,0.0,0.0,0.0,0.12037037037037036
302,2006,303,428,142,128,0,0,0,52,2137,750,0.5706666666666667,0.18933333333333333,0.17066666666666666,0.0,0.0,0.0,0.06933333333333333
303,2006,304,384,184,264,0,0,0,72,2024,904,0.4247787610619469,0.20353982300884957,0.2920353982300885,0.0,0.0,0.0,0.07964601769911504
304,2006,305,420,209,158,0,0,0,70,2241,857,0.49008168028004667,0.24387397899649943,0.18436406067677946,0.0,0.0,0.0,0.08168028004667445
305,2006,306,469,257,234,0,0,0,67,2134,1027,0.45666991236611487,0.25024342745861733,0.22784810126582278,0.0,0.0,0.0,0.06523855890944498
306,2006,307,462,223,230,0,0,0,77,2422,992,0.4657258064516129,0.2247983870967742,0.2318548387096774,0.0,0.0,0.0,0.07762096774193548
307,2006,308,291,137,131,0,0,0,36,1309,595,0.4890756302521008,0.23025210084033612,0.22016806722689075,0.0,0.0,0.0,0.06050420168067227
308,2006,309,183,87,76,0,0,0,31,1070,377,0.4854111405835544,0.23076923076923078,0.20159151193633953,0.0,0.0,0.0,0.08222811671087533
309,2006,310,237,108,128,0,0,0,52,1153,525,0.4514285714285714,0.2057142857142857,0.2438095238095238,0.0,0.0,0.0,0.09904761904761905
310,2006,311,255,88,114,0,0,0,66,1230,523,0.4875717017208413,0.1682600382409178,0.2179732313575526,0.0,0.0,0.0,0.12619502868068833
311,2006,312,76,37,82,0,0,0,20,597,215,0.35348837209302325,0.17209302325581396,0.3813953488372093,0.0,0.0,0.0,0.09302325581395349
312,2006,313,215,121,88,0,0,0,49,1262,473,0.45454545454545453,0.2558139534883721,0.18604651162790697,0.0,0.0,0.0,0.10359408033826638
313,2006,314,350,151,274,0,0,0,52,2138,827,0.42321644498186217,0.1825876662636034,0.3313180169286578,0.0,0.0,0.0,0.06287787182587666
314,2006,315,333,94,223,0,0,0,30,1627,680,0.48970588235294116,0.13823529411764707,0.32794117647058824,0.0,0.0,0.0,0.04411764705882353
315,2006,316,250,94,185,0,0,0,42,1410,571,0.43782837127845886,0.1646234676007005,0.3239929947460595,0.0,0.0,0.0,0.07355516637478109
316,2006,317,324,169,274,0,0,0,50,1652,817,0.39657282741738065,0.20685434516523868,0.3353733170134639,0.0,0.0,0.0,0.06119951040391677
317,2006,318,295,108,216,0,0,0,85,1647,704,0.4190340909090909,0.1534090909090909,0.3068181818181818,0.0,0.0,0.0,0.12073863636363637
318,2006,319,298,118,153,0,0,0,28,1432,597,0.4991624790619765,0.19765494137353434,0.2562814070351759,0.0,0.0,0.0,0.04690117252931323
319,2006,320,351,178,208,0,0,0,41,1978,778,0.45115681233933164,0.22879177377892032,0.26735218508997427,0.0,0.0,0.0,0.05269922879177378
320,2006,321,204,98,121,0,0,0,23,1360,446,0.45739910313901344,0.21973094170403587,0.2713004484304933,0.0,0.0,0.0,0.0515695067264574
321,2006,322,257,88,109,0,0,0,33,1266,487,0.5277207392197125,0.1806981519507187,0.22381930184804927,0.0,0.0,0.0,0.06776180698151951
322,2006,323,212,116,118,0,0,0,26,1129,472,0.4491525423728814,0.2457627118644068,0.25,0.0,0.0,0.0,0.05508474576271186
323,2006,324,276,115,198,0,0,0,56,1696,645,0.42790697674418604,0.17829457364341086,0.30697674418604654,0.0,0.0,0.0,0.08682170542635659
324,2006,325,418,153,242,0,0,0,54,2089,867,0.48212226066897346,0.17647058823529413,0.279123414071511,0.0,0.0,0.0,0.06228373702422145
325,2006,326,251,72,134,0,0,0,35,1333,492,0.5101626016260162,0.14634146341463414,0.27235772357723576,0.0,0.0,0.0,0.07113821138211382
326,2006,327,202,105,191,0,0,0,42,1715,540,0.37407407407407406,0.19444444444444445,0.3537037037037037,0.0,0.0,0.0,0.07777777777777778
327,2006,328,309,204,166,0,0,0,70,1603,749,0.41255006675567424,0.27236315086782376,0.22162883845126835,0.0,0.0,0.0,0.09345794392523364
328,2006,329,298,120,234,0,0,0,50,1724,702,0.42450142450142453,0.17094017094017094,0.3333333333333333,0.0,0.0,0.0,0.07122507122507123
329,2006,330,225,109,131,0,0,0,27,1276,492,0.4573170731707317,0.22154471544715448,0.266260162601626,0.0,0.0,0.0,0.054878048780487805
330,2006,331,156,60,93,0,0,0,25,1167,334,0.46706586826347307,0.17964071856287425,0.27844311377245506,0.0,0.0,0.0,0.0748502994011976
331,2006,332,262,105,191,0,0,0,31,1566,589,0.44482173174872663,0.17826825127334464,0.3242784380305603,0.0,0.0,0.0,0.05263157894736842
332,2006,333,183,78,138,0,0,0,40,1198,439,0.4168564920273349,0.1776765375854214,0.3143507972665148,0.0,0.0,0.0,0.09111617312072894
333,2006,334,256,87,145,0,0,0,42,1427,530,0.4830188679245283,0.1641509433962264,0.27358490566037735,0.0,0.0,0.0,0.07924528301886792
334,2006,335,415,150,211,0,0,0,50,2014,826,0.5024213075060533,0.18159806295399517,0.25544794188861986,0.0,0.0,0.0,0.06053268765133172
335,2006,336,287,94,228,0,0,0,47,2169,656,0.4375,0.14329268292682926,0.3475609756097561,0.0,0.0,0.0,0.07164634146341463
336,2006,337,293,76,123,0,0,0,42,1880,534,0.548689138576779,0.14232209737827714,0.2303370786516854,0.0,0.0,0.0,0.07865168539325842
337,2006,338,366,119,234,0,0,0,56,2180,775,0.472258064516129,0.15354838709677418,0.30193548387096775,0.0,0.0,0.0,0.07225806451612904
338,2006,339,331,144,191,0,0,0,47,1855,713,0.4642356241234222,0.20196353436185133,0.26788218793828894,0.0,0.0,0.0,0.06591865357643759
339,2006,340,416,132,227,0,0,0,50,2054,825,0.5042424242424243,0.16,0.27515151515151515,0.0,0.0,0.0,0.06060606060606061
340,2006,341,226,100,136,0,0,0,47,1095,509,0.444007858546169,0.19646365422396855,0.26719056974459726,0.0,0.0,0.0,0.09233791748526522
341,2006,342,228,90,150,0,0,0,26,1256,494,0.46153846153846156,0.18218623481781376,0.30364372469635625,0.0,0.0,0.0,0.05263157894736842
342,2006,343,131,62,129,0,0,0,39,1124,361,0.3628808864265928,0.17174515235457063,0.3573407202216066,0.0,0.0,0.0,0.10803324099722991
343,2006,344,145,60,158,0,0,0,33,1329,396,0.3661616161616162,0.15151515151515152,0.398989898989899,0.0,0.0,0.0,0.08333333333333333
344,2006,345,196,83,172,0,0,0,36,1515,487,0.4024640657084189,0.1704312114989733,0.3531827515400411,0.0,0.0,0.0,0.07392197125256673
345,2006,346,304,118,284,0,0,0,46,1867,752,0.40425531914893614,0.15691489361702127,0.3776595744680851,0.0,0.0,0.0,0.061170212765957445
346,2006,347,203,85,217,0,0,0,37,1468,542,0.37453874538745385,0.15682656826568267,0.4003690036900369,0.0,0.0,0.0,0.06826568265682657
347,2006,348,218,79,222,0,0,0,37,1534,556,0.3920863309352518,0.1420863309352518,0.39928057553956836,0.0,0.0,0.0,0.06654676258992806
348,2006,349,171,65,122,0,0,0,38,1228,396,0.4318181818181818,0.16414141414141414,0.30808080808080807,0.0,0.0,0.0,0.09595959595959595
349,2006,350,102,34,118,0,0,0,28,1050,282,0.3617021276595745,0.12056737588652482,0.41843971631205673,0.0,0.0,0.0,0.09929078014184398
350,2006,351,266,76,228,0,0,0,51,1877,621,0.428341384863124,0.12238325281803543,0.3671497584541063,0.0,0.0,0.0,0.0821256038647343
351,2006,352,235,94,146,0,0,0,36,1167,511,0.4598825831702544,0.18395303326810175,0.2857142857142857,0.0,0.0,0.0,0.07045009784735812
352,2006,353,206,63,153,0,0,0,32,1184,454,0.45374449339207046,0.13876651982378854,0.3370044052863436,0.0,0.0,0.0,0.07048458149779736
353,2006,354,219,94,219,0,0,0,42,1469,574,0.38153310104529614,0.16376306620209058,0.38153310104529614,0.0,0.0,0.0,0.07317073170731707
354,2006,355,231,102,211,0,0,0,48,1709,592,0.3902027027027027,0.17229729729729729,0.3564189189189189,0.0,0.0,0.0,0.08108108108108109
355,2006,356,179,61,132,0,0,0,43,1052,415,0.43132530120481927,0.14698795180722893,0.3180722891566265,0.0,0.0,0.0,0.10361445783132531
356,2006,357,257,73,206,0,0,0,47,1431,583,0.44082332761578047,0.12521440823327615,0.35334476843910806,0.0,0.0,0.0,0.08061749571183534
357,2006,358,149,45,139,0,0,0,48,1053,381,0.3910761154855643,0.11811023622047244,0.3648293963254593,0.0,0.0,0.0,0.12598425196850394
358,2006,359,200,81,137,0,0,0,27,1420,445,0.449438202247191,0.18202247191011237,0.30786516853932583,0.0,0.0,0.0,0.060674157303370786
359,2006,360,86,20,76,0,0,0,17,546,199,0.4321608040201005,0.10050251256281408,0.38190954773869346,0.0,0.0,0.0,0.08542713567839195
360,2006,361,385,140,270,0,0,0,52,2142,847,0.45454545454545453,0.1652892561983471,0.3187721369539551,0.0,0.0,0.0,0.06139315230224321
361,2006,362,256,93,225,0,0,0,41,1654,615,0.416260162601626,0.15121951219512195,0.36585365853658536,0.0,0.0,0.0,0.06666666666666667
362,2006,363,311,108,269,0,0,0,61,2212,749,0.4152202937249666,0.14419225634178906,0.3591455273698264,0.0,0.0,0.0,0.0814419225634179
363,2006,364,212,56,177,0,0,0,39,1679,484,0.4380165289256198,0.11570247933884298,0.365702479338843,0.0,0.0,0.0,0.08057851239669421
364,2006,365,273,101,293,0,0,0,46,2001,713,0.38288920056100983,0.14165497896213183,0.4109396914446003,0.0,0.0,0.0,0.06451612903225806
365,2006,366,220,82,178,0,0,0,44,1530,524,0.4198473282442748,0.15648854961832062,0.33969465648854963,0.0,0.0,0.0,0.08396946564885496
366,2006,367,116,46,77,0,0,0,20,552,259,0.44787644787644787,0.1776061776061776,0.2972972972972973,0.0,0.0,0.0,0.07722007722007722
367,2006,368,262,81,265,0,0,0,42,1797,650,0.40307692307692305,0.12461538461538461,0.4076923076923077,0.0,0.0,0.0,0.06461538461538462
368,2006,369,133,37,132,0,0,0,17,996,319,0.4169278996865204,0.11598746081504702,0.41379310344827586,0.0,0.0,0.0,0.05329153605015674
369,2006,370,167,48,110,0,0,0,38,1327,363,0.46005509641873277,0.1322314049586777,0.30303030303030304,0.0,0.0,0.0,0.1046831955922865
370,2006,371,363,84,266,0,0,0,57,1880,770,0.4714285714285714,0.10909090909090909,0.34545454545454546,0.0,0.0,0.0,0.07402597402597402
371,2006,372,308,90,221,0,0,0,53,1809,672,0.4583333333333333,0.13392857142857142,0.3288690476190476,0.0,0.0,0.0,0.07886904761904762
372,2006,373,452,190,281,0,0,0,73,1987,996,0.4538152610441767,0.19076305220883535,0.2821285140562249,0.0,0.0,0.0,0.07329317269076305
373,2006,374,167,81,127,0,0,0,33,1091,408,0.40931372549019607,0.19852941176470587,0.3112745098039216,0.0,0.0,0.0,0.08088235294117647
374,2006,375,206,75,198,0,0,0,61,1267,540,0.3814814814814815,0.1388888888888889,0.36666666666666664,0.0,0.0,0.0,0.11296296296296296
