,year,nr_obwodu,majchrowski,po,pis,gibala,lesniak,berkowicz,inni,max_voters,votes,majchrowski_proc,po_proc,pis_proc,gibala_proc,lesniak_proc,berkowicz_proc,inni_proc
103,2006,104,414,221,192,0,0,0,78,2137,905,0.4574585635359116,0.24419889502762432,0.2121546961325967,0.0,0.0,0.0,0.0861878453038674
104,2006,105,507,185,158,0,0,0,42,2096,892,0.5683856502242153,0.20739910313901344,0.17713004484304934,0.0,0.0,0.0,0.04708520179372197
105,2006,106,450,205,212,0,0,0,73,1899,940,0.4787234042553192,0.21808510638297873,0.225531914893617,0.0,0.0,0.0,0.07765957446808511
106,2006,107,374,219,236,0,0,0,63,1795,892,0.4192825112107623,0.24551569506726456,0.2645739910313901,0.0,0.0,0.0,0.07062780269058296
107,2006,108,464,193,172,0,0,0,69,1977,898,0.5167037861915368,0.21492204899777284,0.1915367483296214,0.0,0.0,0.0,0.07683741648106904
108,2006,109,272,83,106,0,0,0,24,1267,485,0.5608247422680412,0.1711340206185567,0.21855670103092784,0.0,0.0,0.0,0.049484536082474224
109,2006,110,383,154,197,0,0,0,65,1776,799,0.4793491864831039,0.1927409261576971,0.246558197747184,0.0,0.0,0.0,0.08135168961201501
110,2006,111,305,215,177,0,0,0,59,1638,756,0.40343915343915343,0.2843915343915344,0.23412698412698413,0.0,0.0,0.0,0.07804232804232804
111,2006,112,216,157,112,0,0,0,56,1326,541,0.39926062846580407,0.2902033271719039,0.20702402957486138,0.0,0.0,0.0,0.10351201478743069
112,2006,113,197,182,96,0,0,0,46,1224,521,0.3781190019193858,0.3493282149712092,0.18426103646833014,0.0,0.0,0.0,0.08829174664107485
113,2006,114,215,146,69,0,0,0,29,1331,459,0.4684095860566449,0.31808278867102396,0.1503267973856209,0.0,0.0,0.0,0.06318082788671024
114,2006,115,319,221,90,0,0,0,54,1555,684,0.46637426900584794,0.3230994152046784,0.13157894736842105,0.0,0.0,0.0,0.07894736842105263
115,2006,116,433,247,255,0,0,0,92,1914,1027,0.4216163583252191,0.24050632911392406,0.24829600778967867,0.0,0.0,0.0,0.08958130477117819
116,2006,117,144,146,88,0,0,0,31,827,409,0.35207823960880197,0.3569682151589242,0.21515892420537897,0.0,0.0,0.0,0.07579462102689487
117,2006,118,298,206,169,0,0,0,46,1410,719,0.4144645340751043,0.2865090403337969,0.23504867872044508,0.0,0.0,0.0,0.06397774687065369
118,2006,119,196,86,96,0,0,0,30,1003,408,0.4803921568627451,0.2107843137254902,0.23529411764705882,0.0,0.0,0.0,0.07352941176470588
119,2006,120,172,126,98,0,0,0,48,702,444,0.38738738738738737,0.28378378378378377,0.22072072072072071,0.0,0.0,0.0,0.10810810810810811
120,2006,121,349,236,213,0,0,0,54,1738,852,0.4096244131455399,0.27699530516431925,0.25,0.0,0.0,0.0,0.06338028169014084
121,2006,122,348,199,168,0,0,0,58,1605,773,0.4501940491591203,0.2574385510996119,0.21733505821474774,0.0,0.0,0.0,0.07503234152652005
122,2006,123,341,306,230,0,0,0,61,1931,938,0.36353944562899787,0.326226012793177,0.24520255863539445,0.0,0.0,0.0,0.0650319829424307
123,2006,124,183,131,94,0,0,0,58,846,466,0.3927038626609442,0.2811158798283262,0.2017167381974249,0.0,0.0,0.0,0.12446351931330472
124,2006,125,168,111,132,0,0,0,28,1047,439,0.3826879271070615,0.2528473804100228,0.30068337129840544,0.0,0.0,0.0,0.06378132118451026
125,2006,126,314,207,159,0,0,0,93,1464,773,0.40620957309184996,0.2677878395860285,0.2056921086675291,0.0,0.0,0.0,0.1203104786545925
126,2006,127,241,142,108,0,0,0,37,1024,528,0.4564393939393939,0.2689393939393939,0.20454545454545456,0.0,0.0,0.0,0.07007575757575757
127,2006,128,271,189,142,0,0,0,68,1260,670,0.4044776119402985,0.282089552238806,0.21194029850746268,0.0,0.0,0.0,0.10149253731343283
128,2006,129,175,131,89,0,0,0,39,896,434,0.4032258064516129,0.30184331797235026,0.20506912442396313,0.0,0.0,0.0,0.08986175115207373
129,2006,130,158,127,77,0,0,0,36,892,398,0.3969849246231156,0.31909547738693467,0.1934673366834171,0.0,0.0,0.0,0.09045226130653267
130,2006,131,298,163,112,0,0,0,40,1204,613,0.48613376835236544,0.265905383360522,0.18270799347471453,0.0,0.0,0.0,0.06525285481239804
131,2006,132,261,191,148,0,0,0,69,1285,669,0.3901345291479821,0.28550074738415543,0.22122571001494767,0.0,0.0,0.0,0.1031390134529148
132,2006,133,352,216,148,0,0,0,62,1629,778,0.4524421593830334,0.2776349614395887,0.19023136246786632,0.0,0.0,0.0,0.07969151670951156
133,2006,134,260,145,154,0,0,0,39,1308,598,0.43478260869565216,0.24247491638795987,0.25752508361204013,0.0,0.0,0.0,0.06521739130434782
134,2006,135,293,161,159,0,0,0,72,1563,685,0.42773722627737226,0.23503649635036497,0.2321167883211679,0.0,0.0,0.0,0.10510948905109489
135,2006,136,172,140,162,0,0,0,32,1170,506,0.33992094861660077,0.2766798418972332,0.3201581027667984,0.0,0.0,0.0,0.06324110671936758
136,2006,137,356,213,275,0,0,0,63,1728,907,0.39250275633958104,0.2348401323042999,0.3031973539140022,0.0,0.0,0.0,0.06945975744211687
137,2006,138,293,167,223,0,0,0,59,1439,742,0.3948787061994609,0.22506738544474394,0.3005390835579515,0.0,0.0,0.0,0.07951482479784366
138,2006,139,317,179,126,0,0,0,51,1352,673,0.4710252600297177,0.2659732540861813,0.18722139673105498,0.0,0.0,0.0,0.07578008915304606
139,2006,140,150,135,123,0,0,0,43,861,451,0.3325942350332594,0.29933481152993346,0.2727272727272727,0.0,0.0,0.0,0.09534368070953436
140,2006,141,349,267,239,0,0,0,113,1817,968,0.3605371900826446,0.27582644628099173,0.246900826446281,0.0,0.0,0.0,0.11673553719008264
141,2006,142,220,149,157,0,0,0,59,1169,585,0.37606837606837606,0.2547008547008547,0.26837606837606837,0.0,0.0,0.0,0.10085470085470086
142,2006,143,226,165,133,0,0,0,59,1073,583,0.3876500857632933,0.2830188679245283,0.2281303602058319,0.0,0.0,0.0,0.10120068610634649
143,2006,144,382,243,225,0,0,0,118,1827,968,0.39462809917355374,0.2510330578512397,0.23243801652892562,0.0,0.0,0.0,0.12190082644628099
144,2006,145,251,214,181,0,0,0,77,1384,723,0.34716459197787,0.2959889349930844,0.2503457814661134,0.0,0.0,0.0,0.10650069156293222
145,2006,146,288,124,156,0,0,0,67,1437,635,0.45354330708661417,0.1952755905511811,0.24566929133858267,0.0,0.0,0.0,0.10551181102362205
146,2006,147,454,269,230,0,0,0,73,2151,1026,0.442495126705653,0.2621832358674464,0.22417153996101363,0.0,0.0,0.0,0.07115009746588694
147,2006,148,131,102,70,0,0,0,23,683,326,0.401840490797546,0.3128834355828221,0.2147239263803681,0.0,0.0,0.0,0.0705521472392638
148,2006,149,411,310,235,0,0,0,81,2016,1037,0.39633558341369335,0.29893924783027964,0.2266152362584378,0.0,0.0,0.0,0.0781099324975892
149,2006,150,213,118,146,0,0,0,35,1159,512,0.416015625,0.23046875,0.28515625,0.0,0.0,0.0,0.068359375
150,2006,151,193,170,128,0,0,0,42,952,533,0.3621013133208255,0.31894934333958724,0.2401500938086304,0.0,0.0,0.0,0.07879924953095685
151,2006,152,208,169,111,0,0,0,34,1046,522,0.39846743295019155,0.32375478927203066,0.21264367816091953,0.0,0.0,0.0,0.06513409961685823
152,2006,153,196,162,155,0,0,0,46,1196,559,0.35062611806797855,0.2898032200357782,0.2772808586762075,0.0,0.0,0.0,0.08228980322003578
153,2006,154,268,217,238,0,0,0,68,1671,791,0.3388116308470291,0.2743362831858407,0.3008849557522124,0.0,0.0,0.0,0.08596713021491782
154,2006,155,279,256,174,0,0,0,57,1488,766,0.3642297650130548,0.3342036553524804,0.22715404699738903,0.0,0.0,0.0,0.07441253263707572
155,2006,156,153,87,140,0,0,0,64,1116,444,0.34459459459459457,0.19594594594594594,0.3153153153153153,0.0,0.0,0.0,0.14414414414414414
156,2006,157,165,126,117,0,0,0,58,913,466,0.3540772532188841,0.2703862660944206,0.2510729613733906,0.0,0.0,0.0,0.12446351931330472
157,2006,158,159,117,169,0,0,0,37,888,482,0.32987551867219916,0.24273858921161826,0.3506224066390041,0.0,0.0,0.0,0.07676348547717843
158,2006,159,216,146,133,0,0,0,35,1053,530,0.4075471698113208,0.27547169811320754,0.2509433962264151,0.0,0.0,0.0,0.0660377358490566
159,2006,160,130,99,74,0,0,0,34,715,337,0.3857566765578635,0.29376854599406527,0.2195845697329377,0.0,0.0,0.0,0.10089020771513353
160,2006,161,225,171,137,0,0,0,42,1036,575,0.391304347826087,0.29739130434782607,0.2382608695652174,0.0,0.0,0.0,0.07304347826086957
161,2006,162,123,78,81,0,0,0,28,696,310,0.3967741935483871,0.25161290322580643,0.26129032258064516,0.0,0.0,0.0,0.09032258064516129
162,2006,163,181,94,109,0,0,0,35,917,419,0.431980906921241,0.2243436754176611,0.26014319809069214,0.0,0.0,0.0,0.08353221957040573
163,2006,164,170,126,112,0,0,0,28,987,436,0.38990825688073394,0.2889908256880734,0.25688073394495414,0.0,0.0,0.0,0.06422018348623854
164,2006,165,321,352,259,0,0,0,73,1735,1005,0.3194029850746269,0.3502487562189055,0.25771144278606967,0.0,0.0,0.0,0.07263681592039802
165,2006,166,95,86,74,0,0,0,31,621,286,0.3321678321678322,0.3006993006993007,0.25874125874125875,0.0,0.0,0.0,0.10839160839160839
166,2006,167,251,276,159,0,0,0,71,1377,757,0.33157199471598414,0.36459709379128136,0.21003963011889035,0.0,0.0,0.0,0.09379128137384413
167,2006,168,315,280,220,0,0,0,66,1539,881,0.35754824063564133,0.3178206583427923,0.24971623155505107,0.0,0.0,0.0,0.07491486946651532
168,2006,169,318,373,152,0,0,0,79,2026,922,0.34490238611713664,0.40455531453362253,0.1648590021691974,0.0,0.0,0.0,0.08568329718004339
169,2006,170,286,596,163,0,0,0,71,2269,1116,0.25627240143369173,0.5340501792114696,0.1460573476702509,0.0,0.0,0.0,0.06362007168458782
170,2006,171,150,107,155,0,0,0,34,1180,446,0.336322869955157,0.2399103139013453,0.3475336322869955,0.0,0.0,0.0,0.07623318385650224
171,2006,172,236,199,84,0,0,0,51,1323,570,0.41403508771929826,0.34912280701754383,0.14736842105263157,0.0,0.0,0.0,0.08947368421052632
172,2006,173,184,385,173,0,0,0,67,1794,809,0.22744128553770088,0.4758961681087763,0.2138442521631644,0.0,0.0,0.0,0.08281829419035847
173,2006,174,214,205,144,0,0,0,55,1464,618,0.34627831715210355,0.33171521035598706,0.23300970873786409,0.0,0.0,0.0,0.0889967637540453
174,2006,175,352,198,169,0,0,0,94,2276,813,0.43296432964329645,0.24354243542435425,0.2078720787207872,0.0,0.0,0.0,0.11562115621156212
175,2006,176,290,125,164,0,0,0,72,1665,651,0.445468509984639,0.19201228878648233,0.2519201228878648,0.0,0.0,0.0,0.11059907834101383
176,2006,177,168,75,125,0,0,0,31,1123,399,0.42105263157894735,0.18796992481203006,0.3132832080200501,0.0,0.0,0.0,0.07769423558897243
177,2006,178,218,134,170,0,0,0,64,1561,586,0.3720136518771331,0.22866894197952217,0.2901023890784983,0.0,0.0,0.0,0.10921501706484642
178,2006,179,208,115,244,0,0,0,72,2085,639,0.325508607198748,0.17996870109546165,0.38184663536776214,0.0,0.0,0.0,0.11267605633802817
179,2006,180,201,101,141,0,0,0,77,1302,520,0.38653846153846155,0.19423076923076923,0.27115384615384613,0.0,0.0,0.0,0.14807692307692308
180,2006,181,200,243,114,0,0,0,122,1469,679,0.29455081001472755,0.35787923416789397,0.16789396170839468,0.0,0.0,0.0,0.1796759941089838
181,2006,182,220,77,97,0,0,0,32,1057,426,0.5164319248826291,0.1807511737089202,0.22769953051643194,0.0,0.0,0.0,0.07511737089201878
182,2006,183,255,226,169,0,0,0,62,1423,712,0.35814606741573035,0.31741573033707865,0.23735955056179775,0.0,0.0,0.0,0.08707865168539326
183,2006,184,319,174,105,0,0,0,50,1526,648,0.49228395061728397,0.26851851851851855,0.16203703703703703,0.0,0.0,0.0,0.07716049382716049
184,2006,185,322,234,283,0,0,0,88,1837,927,0.34735706580366776,0.2524271844660194,0.30528586839266453,0.0,0.0,0.0,0.09492988133764833
185,2006,186,158,136,109,0,0,0,40,1185,443,0.35665914221218964,0.30699774266365687,0.24604966139954854,0.0,0.0,0.0,0.09029345372460497
